product_name,Sales_Year,Sales_Month,Sales_Month_Number,Monthly_Sales
"Power Oil Product 9532",2025,January,1,340148.92
"Indomie Product 6183",2025,January,1,340123.74
"Power Oil Product 4935",2025,June,6,340119.72
"Nestle Product 5003",2025,August,8,339717.13
"Milo Product 9856",2025,January,1,339631.20
"Milo Product 8852",2025,November,11,339588.10
"Dangote Product 1285",2025,March,3,339533.46
"Nestle Product 413",2025,April,4,339069.22
"Dangote Product 1902",2025,June,6,338789.70
"Golden Penny Product 1258",2025,April,4,338538.20
"Milo Product 581",2025,May,5,338491.50
"Indomie Product 4621",2025,March,3,338147.88
"Peak Product 9159",2025,January,1,338108.23
"Dangote Product 3624",2025,July,7,338022.69
"Nestle Product 1117",2025,December,12,338005.59
"Golden Penny Product 7424",2025,December,12,337976.49
"Golden Penny Product 5031",2025,October,10,337953.00
"Indomie Product 4436",2025,October,10,337671.93
"Dettol Product 4952",2025,December,12,337662.33
"Golden Penny Product 8751",2025,April,4,337560.32
"Peak Product 9222",2025,May,5,337435.58
"Power Oil Product 3332",2025,May,5,337368.35
"Peak Product 5743",2025,February,2,337358.40
"Peak Product 1815",2025,January,1,337136.13
"Milo Product 2988",2025,May,5,336873.53
"Peak Product 6233",2025,June,6,336784.12
"Power Oil Product 6240",2025,January,1,336730.81
"Golden Penny Product 6459",2025,October,10,336495.40
"Milo Product 1964",2025,February,2,336489.57
"Milo Product 8267",2025,September,9,336465.22
"Indomie Product 700",2025,June,6,336413.00
"Dettol Product 2314",2025,April,4,335994.54
"Dangote Product 1281",2025,May,5,335990.97
"Dettol Product 7803",2025,July,7,335619.30
"Dettol Product 397",2025,August,8,335465.27
"Dangote Product 6994",2025,December,12,335353.32
"Golden Penny Product 1121",2025,October,10,335289.40
"Indomie Product 6943",2025,February,2,335008.99
"Milo Product 7475",2025,November,11,334964.24
"Golden Penny Product 2703",2025,January,1,334877.82
"Milo Product 8245",2025,November,11,334874.84
"Dettol Product 9828",2025,November,11,334338.20
"Milo Product 3526",2025,August,8,334060.32
"Indomie Product 2386",2025,October,10,333928.80
"Golden Penny Product 1778",2025,May,5,333791.55
"Peak Product 530",2025,August,8,333762.98
"Indomie Product 584",2025,June,6,333723.72
"Indomie Product 5243",2025,August,8,333676.68
"Peak Product 2772",2025,March,3,333502.62
"Power Oil Product 2213",2025,September,9,333363.90
"Golden Penny Product 344",2025,June,6,333223.77
"Peak Product 3542",2025,July,7,332990.24
"Power Oil Product 7950",2025,July,7,332783.48
"Dangote Product 1797",2025,December,12,332403.48
"Golden Penny Product 2929",2025,October,10,332005.38
"Power Oil Product 8650",2025,April,4,331915.36
"Nestle Product 9131",2025,March,3,331702.98
"Dangote Product 445",2025,October,10,331535.76
"Golden Penny Product 9674",2025,April,4,331242.24
"Dettol Product 4178",2025,February,2,330987.15
"Dettol Product 5814",2025,March,3,330653.20
"Dangote Product 8770",2025,January,1,330609.80
"Power Oil Product 7979",2025,September,9,330497.85
"Peak Product 6132",2025,November,11,330312.44
"Dangote Product 7789",2025,July,7,330146.06
"Indomie Product 1352",2025,November,11,329693.98
"Indomie Product 4822",2025,May,5,329670.45
"Milo Product 8170",2025,March,3,329626.80
"Dettol Product 5365",2025,April,4,329226.75
"Power Oil Product 3730",2025,December,12,329183.82
"Dangote Product 7109",2025,March,3,328919.15
"Power Oil Product 9866",2025,February,2,328843.80
"Power Oil Product 3304",2025,March,3,328820.60
"Power Oil Product 2854",2025,August,8,328757.22
"Peak Product 5331",2025,February,2,328641.28
"Nestle Product 2036",2025,November,11,328519.65
"Nestle Product 2513",2025,October,10,328452.64
"Nestle Product 6740",2025,October,10,328079.77
"Power Oil Product 2836",2025,July,7,327983.45
"Milo Product 4836",2025,June,6,327804.22
"Power Oil Product 9848",2025,March,3,327424.88
"Dangote Product 9895",2025,October,10,327014.46
"Peak Product 3576",2025,November,11,326770.35
"Dettol Product 674",2025,February,2,326628.00
"Power Oil Product 9082",2025,July,7,326531.21
"Peak Product 1339",2025,March,3,326394.92
"Milo Product 5492",2025,August,8,326331.80
"Indomie Product 2944",2025,November,11,326314.72
"Peak Product 1723",2025,May,5,326209.65
"Power Oil Product 4330",2025,August,8,326185.42
"Milo Product 6635",2025,December,12,326131.12
"Golden Penny Product 3699",2025,August,8,326104.80
"Milo Product 2514",2025,September,9,326059.76
"Power Oil Product 2265",2025,June,6,325251.14
"Indomie Product 2692",2025,January,1,324970.14
"Dettol Product 9274",2025,April,4,324840.92
"Golden Penny Product 4920",2025,October,10,324821.64
"Indomie Product 4135",2025,December,12,324537.19
"Indomie Product 3093",2025,January,1,324045.90
"Dettol Product 2925",2025,June,6,324007.20
"Golden Penny Product 2175",2025,January,1,323829.12
"Power Oil Product 6875",2025,August,8,323772.80
"Dangote Product 8543",2025,April,4,323658.75
"Dangote Product 6600",2025,June,6,323569.92
"Golden Penny Product 6895",2025,May,5,323565.48
"Milo Product 966",2025,February,2,323353.09
"Milo Product 1389",2025,November,11,323199.03
"Dettol Product 8448",2025,September,9,323114.76
"Milo Product 6406",2025,October,10,322995.27
"Milo Product 9609",2025,June,6,322746.27
"Milo Product 7643",2025,June,6,322599.60
"Nestle Product 6939",2025,September,9,322406.85
"Peak Product 2551",2025,August,8,322217.64
"Indomie Product 6887",2025,January,1,322130.40
"Nestle Product 8168",2025,October,10,322040.72
"Power Oil Product 2302",2025,March,3,321997.26
"Milo Product 4634",2025,September,9,321879.22
"Indomie Product 4837",2025,July,7,321838.75
"Golden Penny Product 3942",2025,November,11,321522.18
"Indomie Product 1601",2025,September,9,321294.35
"Peak Product 8810",2025,October,10,321188.80
"Indomie Product 3751",2025,May,5,321116.94
"Power Oil Product 5317",2025,October,10,320767.29
"Milo Product 9304",2025,January,1,320515.83
"Power Oil Product 6114",2025,October,10,320426.68
"Milo Product 7018",2025,February,2,320157.22
"Dangote Product 4042",2025,May,5,319541.80
"Dangote Product 9513",2025,February,2,319458.00
"Indomie Product 2642",2025,October,10,319419.36
"Indomie Product 666",2025,September,9,319206.26
"Dangote Product 2237",2025,May,5,319122.66
"Milo Product 499",2025,November,11,318724.98
"Power Oil Product 8779",2025,February,2,318661.57
"Nestle Product 5135",2025,October,10,318603.21
"Indomie Product 6977",2025,May,5,318593.82
"Milo Product 1732",2025,April,4,318587.78
"Dettol Product 9027",2025,September,9,318522.42
"Dangote Product 7482",2025,September,9,318420.52
"Indomie Product 5327",2025,September,9,317446.27
"Milo Product 4534",2025,November,11,317432.43
"Dangote Product 8172",2025,July,7,317416.50
"Indomie Product 9001",2025,May,5,317356.98
"Nestle Product 4502",2025,September,9,317262.20
"Power Oil Product 5888",2025,December,12,317166.72
"Dangote Product 9399",2025,April,4,316732.08
"Dettol Product 455",2025,August,8,316653.66
"Golden Penny Product 8291",2025,May,5,316382.22
"Milo Product 5970",2025,February,2,316277.84
"Milo Product 9615",2025,October,10,316148.39
"Power Oil Product 493",2025,August,8,315860.72
"Dangote Product 4652",2025,March,3,315687.12
"Nestle Product 3802",2025,December,12,315514.54
"Power Oil Product 9364",2025,May,5,315345.45
"Peak Product 2384",2025,December,12,315257.68
"Dettol Product 7444",2025,December,12,315092.96
"Dangote Product 8473",2025,December,12,315077.08
"Power Oil Product 3018",2025,April,4,314968.94
"Indomie Product 4026",2025,November,11,314817.06
"Milo Product 3575",2025,August,8,314528.86
"Nestle Product 3256",2025,February,2,314307.12
"Indomie Product 5637",2025,July,7,314085.09
"Indomie Product 8292",2025,August,8,313764.61
"Power Oil Product 2070",2025,December,12,313133.76
"Dettol Product 8105",2025,April,4,312835.32
"Indomie Product 4994",2025,December,12,312834.68
"Indomie Product 1252",2025,March,3,312631.89
"Dettol Product 3397",2025,November,11,312596.01
"Dangote Product 6264",2025,August,8,312406.56
"Power Oil Product 2129",2025,December,12,312364.00
"Milo Product 436",2025,May,5,312295.29
"Dettol Product 364",2025,January,1,312109.06
"Golden Penny Product 3600",2025,September,9,311836.00
"Indomie Product 356",2025,January,1,311774.20
"Nestle Product 8809",2025,June,6,311733.26
"Dangote Product 7558",2025,February,2,311663.58
"Milo Product 5343",2025,November,11,311460.63
"Peak Product 6491",2025,September,9,311448.28
"Dangote Product 164",2025,July,7,311373.90
"Milo Product 6361",2025,April,4,311342.52
"Dangote Product 4148",2025,November,11,311195.40
"Peak Product 5902",2025,October,10,311150.74
"Golden Penny Product 6947",2025,November,11,310879.38
"Peak Product 684",2025,August,8,310683.66
"Nestle Product 2607",2025,June,6,310324.41
"Dangote Product 6157",2025,September,9,310229.55
"Power Oil Product 5938",2025,May,5,310093.26
"Indomie Product 9071",2025,January,1,309944.96
"Golden Penny Product 4522",2025,June,6,309889.96
"Power Oil Product 6583",2025,November,11,309553.20
"Milo Product 6483",2025,September,9,309237.52
"Peak Product 5121",2025,August,8,309190.84
"Dangote Product 1598",2025,August,8,308915.68
"Dettol Product 1883",2025,October,10,308803.20
"Golden Penny Product 4721",2025,January,1,308613.12
"Golden Penny Product 9417",2025,May,5,308572.82
"Golden Penny Product 5766",2025,December,12,308525.46
"Milo Product 9504",2025,July,7,308325.50
"Milo Product 6469",2025,April,4,308220.41
"Dettol Product 531",2025,July,7,307750.00
"Indomie Product 4520",2025,May,5,307733.14
"Milo Product 6586",2025,December,12,307311.03
"Dettol Product 9795",2025,June,6,307275.51
"Peak Product 3466",2025,November,11,307164.16
"Dettol Product 7768",2025,August,8,307066.53
"Peak Product 4891",2025,November,11,306763.00
"Dettol Product 609",2025,August,8,306570.00
"Nestle Product 347",2025,November,11,306252.73
"Dettol Product 8117",2025,June,6,306164.80
"Nestle Product 3298",2025,February,2,306098.74
"Dangote Product 6912",2025,September,9,305996.70
"Dettol Product 4947",2025,March,3,305958.14
"Milo Product 6235",2025,January,1,305931.99
"Dettol Product 4723",2025,July,7,305798.22
"Power Oil Product 7536",2025,March,3,305766.48
"Dettol Product 569",2025,May,5,305720.92
"Milo Product 4567",2025,June,6,305432.54
"Nestle Product 2492",2025,September,9,305150.73
"Peak Product 4954",2025,July,7,305011.52
"Golden Penny Product 8453",2025,July,7,304958.15
"Dangote Product 6867",2025,October,10,304882.11
"Nestle Product 3444",2025,December,12,304868.07
"Golden Penny Product 3087",2025,April,4,304852.42
"Dettol Product 3212",2025,September,9,304684.83
"Indomie Product 2957",2025,April,4,304510.36
"Power Oil Product 1852",2025,January,1,304123.40
"Power Oil Product 3429",2025,April,4,304045.20
"Power Oil Product 1002",2025,November,11,303987.84
"Indomie Product 3264",2025,May,5,303744.00
"Dangote Product 6818",2025,February,2,303517.44
"Dettol Product 9050",2025,April,4,303469.93
"Nestle Product 4199",2025,July,7,303362.24
"Golden Penny Product 6154",2025,April,4,303229.64
"Indomie Product 6360",2025,June,6,303201.28
"Milo Product 4083",2025,October,10,302725.45
"Golden Penny Product 1237",2025,March,3,302674.26
"Indomie Product 663",2025,October,10,302389.44
"Dettol Product 7158",2025,July,7,301970.34
"Milo Product 2090",2025,May,5,301827.37
"Power Oil Product 1757",2025,December,12,301815.68
"Indomie Product 6230",2025,September,9,301624.65
"Indomie Product 96",2025,October,10,301597.00
"Milo Product 6790",2025,December,12,301508.90
"Nestle Product 6214",2025,November,11,301388.75
"Golden Penny Product 8187",2025,October,10,301380.73
"Peak Product 8794",2025,October,10,301175.01
"Nestle Product 7634",2025,July,7,301147.88
"Milo Product 9339",2025,November,11,301141.30
"Power Oil Product 336",2025,January,1,300650.74
"Golden Penny Product 6923",2025,March,3,300424.47
"Indomie Product 4670",2025,September,9,300413.40
"Golden Penny Product 4072",2025,November,11,300331.85
"Power Oil Product 612",2025,March,3,300194.10
"Power Oil Product 5397",2025,March,3,300073.32
"Golden Penny Product 8714",2025,May,5,299826.03
"Dangote Product 9107",2025,July,7,299798.40
"Milo Product 87",2025,February,2,299433.42
"Dettol Product 3537",2025,May,5,299381.34
"Indomie Product 4498",2025,April,4,299335.58
"Nestle Product 8731",2025,May,5,299247.08
"Dettol Product 510",2025,December,12,299189.28
"Power Oil Product 7210",2025,March,3,298671.00
"Golden Penny Product 1523",2025,May,5,298670.11
"Peak Product 5392",2025,March,3,298664.82
"Indomie Product 4536",2025,November,11,298315.86
"Dangote Product 6499",2025,September,9,298284.00
"Indomie Product 6903",2025,February,2,297878.58
"Dangote Product 4016",2025,June,6,297580.33
"Indomie Product 7755",2025,February,2,297135.52
"Indomie Product 7111",2025,July,7,296987.04
"Power Oil Product 6241",2025,December,12,296933.09
"Peak Product 7721",2025,July,7,296678.15
"Dangote Product 8383",2025,December,12,296593.36
"Indomie Product 9528",2025,June,6,296479.92
"Nestle Product 3933",2025,July,7,296235.03
"Golden Penny Product 1541",2025,August,8,296047.50
"Indomie Product 9030",2025,November,11,295845.61
"Golden Penny Product 4118",2025,December,12,295816.80
"Power Oil Product 7292",2025,January,1,295661.09
"Dettol Product 3231",2025,March,3,295483.85
"Indomie Product 1101",2025,November,11,295124.73
"Golden Penny Product 8929",2025,August,8,295064.82
"Peak Product 5257",2025,January,1,295027.69
"Dettol Product 4909",2025,September,9,295018.88
"Power Oil Product 5432",2025,September,9,294871.71
"Milo Product 8190",2025,June,6,294740.52
"Dettol Product 5605",2025,November,11,294737.50
"Indomie Product 3625",2025,December,12,294713.92
"Nestle Product 6832",2025,June,6,294708.34
"Dettol Product 799",2025,August,8,294326.01
"Dettol Product 809",2025,May,5,294292.88
"Power Oil Product 3022",2025,December,12,293987.57
"Indomie Product 4136",2025,November,11,293857.16
"Indomie Product 2816",2025,June,6,293662.80
"Nestle Product 202",2025,August,8,293608.56
"Dettol Product 6727",2025,June,6,293160.36
"Dettol Product 8949",2025,March,3,293057.52
"Dettol Product 3772",2025,April,4,292653.92
"Golden Penny Product 4677",2025,March,3,292625.20
"Nestle Product 4751",2025,April,4,292513.56
"Nestle Product 7750",2025,March,3,292241.62
"Milo Product 4116",2025,April,4,292235.26
"Power Oil Product 5589",2025,February,2,292231.42
"Power Oil Product 1003",2025,May,5,292066.46
"Indomie Product 3709",2025,May,5,292031.10
"Nestle Product 6066",2025,September,9,291973.91
"Nestle Product 5413",2025,January,1,291720.03
"Dangote Product 6848",2025,August,8,291386.98
"Milo Product 303",2025,February,2,290361.78
"Nestle Product 8570",2025,April,4,290151.61
"Peak Product 8362",2025,August,8,290091.64
"Peak Product 2654",2025,May,5,290010.10
"Peak Product 9980",2025,November,11,289642.08
"Milo Product 5059",2025,March,3,289595.74
"Nestle Product 4295",2025,March,3,289584.96
"Milo Product 4326",2025,April,4,289173.20
"Peak Product 9925",2025,December,12,288722.54
"Golden Penny Product 4925",2025,August,8,288588.82
"Golden Penny Product 10000",2025,October,10,288562.08
"Power Oil Product 9490",2025,February,2,288545.76
"Dangote Product 1175",2025,September,9,288226.08
"Nestle Product 7331",2025,March,3,288224.38
"Peak Product 787",2025,July,7,288167.83
"Nestle Product 4368",2025,February,2,288071.08
"Nestle Product 9529",2025,April,4,287894.60
"Dettol Product 4202",2025,July,7,287891.24
"Peak Product 6107",2025,May,5,287742.40
"Peak Product 997",2025,September,9,287387.68
"Dettol Product 6592",2025,December,12,287374.40
"Dangote Product 6380",2025,January,1,287042.22
"Dangote Product 6793",2025,December,12,287020.14
"Peak Product 8713",2025,December,12,286667.60
"Milo Product 5073",2025,June,6,286526.13
"Dettol Product 675",2025,December,12,286500.99
"Golden Penny Product 7931",2025,January,1,286498.35
"Golden Penny Product 9716",2025,August,8,286429.34
"Dettol Product 8566",2025,October,10,286379.34
"Milo Product 6689",2025,January,1,286289.62
"Golden Penny Product 6321",2025,January,1,286057.16
"Golden Penny Product 754",2025,October,10,285964.15
"Golden Penny Product 3038",2025,June,6,285960.57
"Milo Product 1132",2025,October,10,285910.24
"Golden Penny Product 3636",2025,December,12,285744.24
"Peak Product 6176",2025,August,8,285726.37
"Power Oil Product 2172",2025,December,12,285347.09
"Peak Product 1324",2025,August,8,285143.95
"Dettol Product 9985",2025,April,4,284949.09
"Peak Product 802",2025,March,3,284800.40
"Nestle Product 8092",2025,December,12,284491.94
"Golden Penny Product 4426",2025,May,5,284343.84
"Peak Product 4402",2025,August,8,283953.54
